0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	NA	1	0	1	0	1	1	0	NA	1	1	1	1	1	1	1	1	0	NA	0	1	1	0	0	0	1	1	0	0	0	1	1	0	1	NA	1	1	0	1	1	1	1	NA	NA	NA	NA	0	NA	1	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	1	1	1	NA	NA	1	1	1	NA	NA	1	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	1	NA	0	NA	0	0	NA	NA	0	1	1	0	0	0	0	0	NA	NA	NA	1	1	NA	NA	NA	0	0	NA	NA	NA	0	1	NA	0	NA	1	0	NA	0	0	0	0	NA	1	1	1	1	1	0	0	1	0	0	0	1	1	14
1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NA	1	1	NA	1	NA	1	0	0	1	1	1	1	1	1	1	1	1	0	1	NA	1	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0	1	NA	1	1	1	0	1	NA	NA	NA	NA	NA	NA	NA	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	1	NA	NA	NA	1	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA	1	NA	NA	1	1	NA	0	NA	1	NA	NA	1	0	1	1	0	1	1	1	1	NA	1	NA	1	0	NA	1	1	NA	1	0	1	NA	1	0	NA	0	1	NA	1	NA	1	1	1	NA	1	1	1	1	1	1	1	0	0	1	1	1	0	1	14
0	NA	NA	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	NA	NA	1	1	1	0	NA	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	0	1	1	1	0	1	1	0	NA	1	1	1	1	1	0	NA	1	0	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	0	1	NA	NA	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	0	NA	NA	1	0	NA	NA	0	1	0	NA	NA	NA	0	1	0	1	0	0	1	NA	1	0	1	NA	1	1	1	1	NA	NA	0	0	1	NA	0	1	NA	NA	1	0	0	1	0	NA	NA	1	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	9
0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0	1	NA	1	NA	1	1	1	1	1	1	1	1	0	1	1	NA	1	1	0	1	1	NA	1	NA	1	0	NA	1	1	0	NA	1	0	1	0	1	NA	1	NA	0	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	1	NA	1	NA	0	NA	1	NA	0	NA	1	NA	0	NA	1	NA	1	0	0	1	0	1	0	0	NA	0	1	NA	0	0	NA	1	0	NA	0	NA	1	NA	NA	1	1	NA	NA	0	NA	0	NA	0	0	0	0	1	1	1	0	0	0	0	0	0	0	11
0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	1	1	0	1	0	NA	1	0	NA	1	1	1	NA	1	1	1	1	0	1	0	0	1	1	NA	1	1	1	0	1	1	0	1	NA	1	1	1	1	1	1	NA	1	NA	1	NA	NA	NA	1	NA	1	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	1	NA	NA	NA	NA	NA	NA	1	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	1	0	0	NA	1	NA	NA	1	NA	NA	1	0	0	NA	1	1	1	0	NA	1	NA	NA	0	0	NA	1	1	1	NA	1	1	NA	1	NA	1	1	0	1	0	0	NA	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9
0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	NA	1	1	0	0	1	1	NA	1	NA	1	1	1	1	NA	1	1	1	1	0	1	0	0	NA	NA	0	1	NA	1	0	1	1	0	NA	0	NA	1	1	1	NA	0	1	NA	0	NA	NA	NA	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	1	1	NA	NA	1	NA	NA	NA	0	NA	NA	1	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	0	NA	NA	0	0	NA	1	NA	0	1	0	0	NA	0	1	0	1	NA	1	NA	NA	NA	NA	NA	1	NA	0	NA	1	1	NA	NA	NA	NA	0	0	0	NA	NA	0	NA	0	1	0	0	1	1	0	0	0	0	0	1	0	10
0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	NA	1	0	NA	0	1	0	0	1	1	1	1	NA	NA	NA	1	0	NA	0	NA	NA	1	0	NA	NA	1	1	NA	1	NA	1	1	0	NA	1	1	NA	0	1	NA	1	0	NA	1	NA	NA	0	NA	1	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	1	NA	NA	0	0	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	0	0	NA	1	NA	1	1	NA	NA	0	0	NA	NA	1	NA	1	NA	NA	1	0	0	1	1	0	0	0	0	0	0	0	1	13
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	NA	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	1	NA	1	0	1	NA	1	1	1	0	0	0	0	1	1	1	1	1	NA	0	1	1	1	NA	NA	0	0	0	0	0	0	0	0	1	0	0	NA	0	NA	1	1	1	0	0	NA	NA	1	0	0	1	1	1	1	0	0	0	0	1	0	14
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	0	1	1	1	1	NA	1	1	1	1	0	0	1	0	1	0	1	1	1	1	1	NA	1	NA	0	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	1	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	NA	0	NA	1	NA	NA	NA	NA	NA	1	NA	0	NA	1	NA	1	0	NA	1	1	1	1	0	0	0	0	NA	NA	0	0	NA	1	NA	1	1	1	0	NA	0	1	0	1	NA	NA	1	NA	0	NA	1	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	13
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	0	1	1	1	1	0	1	1	NA	0	0	1	1	1	1	0	1	1	0	0	0	NA	1	0	0	1	NA	0	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	1	NA	NA	NA	1	1	NA	NA	NA	NA	1	NA	NA	1	1	1	NA	NA	0	NA	NA	1	NA	0	NA	0	1	0	1	1	1	1	0	1	NA	0	1	0	0	NA	0	1	0	0	NA	0	1	NA	NA	NA	0	0	0	0	NA	0	1	NA	NA	NA	NA	1	NA	1	1	1	1	1	0	0	0	1	1	1	0	1	13
